#id	gene	chrom	chromStart	chromEnd	strand
cg21973517	VGLL4	chr3	11720778	11720780	-
cg17746675	TAMM41	chr3	11846822	11846824	+
cg03169527	TAMM41	chr3	11847107	11847109	-
cg15873301	SYN2	chr3	12003984	12003986	+
cg04172348	SYN2	chr3	12004529	12004531	-
cg25982743	SYN2,TIMP4	chr3	12158735	12158737	+
cg23769143	SYN2,TIMP4	chr3	12159166	12159168	-
cg04632671	PPARG	chr3	12288326	12288328	+
cg12985164	TSEN2	chr3	12484250	12484252	-
cg08220793	TSEN2	chr3	12484542	12484544	-
cg27477205	MKRN2,MKRN2OS	chr3	12556892	12556894	+
cg06840042	MKRN2,MKRN2OS	chr3	12557118	12557120	-
cg09326546	RAF1	chr3	12663791	12663793	-
cg18331396	RAF1	chr3	12664204	12664206	-
cg21706946	TMEM40	chr3	12758969	12758971	-
cg03534410	TMEM40	chr3	12759612	12759614	-
cg19100810	CAND2,RPL32;SNORA7A	chr3	12841468	12841470	-
cg15900519	CAND2,RPL32	chr3	12842003	12842005	+
cg11397854	IQSEC1	chr3	12967377	12967379	-
cg17534899	IQSEC1	chr3	12968008	12968010	-
cg23799276	NUP210	chr3	13420151	13420153	+
cg24642820	NUP210	chr3	13420964	13420966	+
cg27025856	HDAC11,HDAC11-AS1	chr3	13479522	13479524	-
cg16254764	HDAC11,HDAC11-AS1	chr3	13479677	13479679	-
cg22319470	HDAC11,HDAC11-AS1	chr3	13479869	13479871	-
cg01712016	HDAC11,HDAC11-AS1	chr3	13480030	13480032	+
cg10061496	HDAC11,HDAC11-AS1	chr3	13480154	13480156	+
cg08448040	HDAC11,HDAC11-AS1	chr3	13480192	13480194	+
cg05446471	HDAC11,HDAC11-AS1	chr3	13481239	13481241	-
cg16604516	FBLN2	chr3	13548918	13548920	+
cg00201234	FBLN2	chr3	13549467	13549469	+
cg00625653	WNT7A	chr3	13879729	13879731	-
cg04969808	WNT7A	chr3	13880660	13880662	+
cg14375111	CHCHD4,TMEM43	chr3	14123685	14123687	-
cg21666675	CHCHD4,TMEM43	chr3	14124342	14124344	+
cg00661202	CHCHD4,TMEM43	chr3	14125001	14125003	+
cg08611205	LSM3,XPC	chr3	14177368	14177370	-
cg13604223	LSM3,XPC	chr3	14178554	14178556	-
cg18946802	LSM3,XPC	chr3	14178809	14178811	+
cg13763232	SLC6A6	chr3	14401927	14401929	+
cg21291896	SLC6A6	chr3	14402632	14402634	+
cg18357098	CCDC174	chr3	14651692	14651694	+
cg19028369	CCDC174	chr3	14652090	14652092	+
cg21255605	FGD5-AS1,NR2C2	chr3	14947623	14947625	-
cg10387901	MRPS25	chr3	15065133	15065135	+
cg22396691	MRPS25	chr3	15065460	15065462	+
cg26168249	RBSN	chr3	15098999	15099001	-
cg22366626	RBSN	chr3	15099381	15099383	-
cg11492856	CAPN7,COL6A4P1	chr3	15205079	15205081	-
cg04228553	CAPN7,COL6A4P1	chr3	15206310	15206312	+
cg21283680	SH3BP5	chr3	15342497	15342499	-
cg09058381	EAF1,METTL6	chr3	15427337	15427339	-
cg19329556	EAF1,METTL6	chr3	15427519	15427521	+
cg18204685	BTD,HACL1	chr3	15600313	15600315	-
cg24239808	BTD,HACL1	chr3	15600400	15600402	+
cg23912721	BTD,HACL1	chr3	15601385	15601387	-
cg21638219	BTD,HACL1	chr3	15602109	15602111	+
cg10579246	DPH3,OXNAD1	chr3	16263782	16263784	+
cg09848420	DPH3,OXNAD1	chr3	16264751	16264753	-
cg22688260	DPH3,OXNAD1	chr3	16265301	16265303	-
cg07200280	RFTN1	chr3	16513111	16513113	-
cg22044848	RFTN1	chr3	16513803	16513805	+
cg06429195	DAZL	chr3	16605074	16605076	-
cg01765641	TBC1D5	chr3	17740395	17740397	+
cg18585306	AC104451.2,TBC1D5	chr3	17741998	17742000	-
cg18808261	SATB1,TBC1D5	chr3	18423442	18423444	+
cg00674922	SATB1,TBC1D5	chr3	18424279	18424281	+
cg24997944	KCNH8	chr3	19148216	19148218	+
cg07657236	KCNH8	chr3	19148709	19148711	+
cg25421694	EFHB,RAB5A	chr3	19946903	19946905	+
cg18053505	KAT2B	chr3	20039668	20039670	-
cg12062464	KAT2B	chr3	20040089	20040091	-
cg12185908	SGO1,SGO1-AS1	chr3	20186023	20186025	-
cg16339185	SGO1,SGO1-AS1	chr3	20186316	20186318	-
cg18267381	ZNF385D	chr3	21750941	21750943	-
cg14550518	ZNF385D	chr3	21751445	21751447	+
cg07806164	UBE2E2,UBE2E2-AS1	chr3	23203196	23203198	+
cg19803671	UBE2E2,UBE2E2-AS1	chr3	23203930	23203932	+
cg06282059	UBE2E1,UBE2E1-AS1	chr3	23805200	23805202	+
cg15966253	UBE2E1,UBE2E1-AS1	chr3	23805988	23805990	+
cg25937832	NKIRAS1,RPL15	chr3	23917033	23917035	-
cg06949789	NKIRAS1,RPL15	chr3	23917216	23917218	+
cg20855344	NKIRAS1,NR1D2	chr3	23944598	23944600	+
cg14452875	NKIRAS1,NR1D2	chr3	23945714	23945716	+
cg13518327	THRB,THRB-AS1	chr3	24494282	24494284	-
cg09805010	THRB,THRB-AS1	chr3	24494585	24494587	-
cg15385623	THRB,THRB-AS1	chr3	24494817	24494819	+
cg24120841	THRB,THRB-AS1	chr3	24495070	24495072	+
cg21303011	THRB,THRB-AS1	chr3	24495685	24495687	+
cg08319404	THRB,THRB-AS1	chr3	24495943	24495945	-
cg26124016	RARB	chr3	25427910	25427912	-
cg10712623	RARB	chr3	25428085	25428087	-
cg02499249	RARB	chr3	25428228	25428230	+
cg27486427	RARB	chr3	25428427	25428429	-
cg09793001	TOP2B	chr3	25664038	25664040	+
cg19576739	MIR4442,TOP2B	chr3	25664964	25664966	-
cg15611364	NGLY1,OXSM	chr3	25789931	25789933	-
cg06122080	NGLY1,OXSM	chr3	25790342	25790344	+
cg26035366	AC099754.1,LRRC3B	chr3	26623129	26623131	-
cg23143093	NEK10	chr3	27291532	27291534	+
cg06798189	SLC4A7	chr3	27457167	27457169	+
cg12858460	EOMES	chr3	27722245	27722247	-
cg15540820	EOMES	chr3	27723791	27723793	-
cg27614038	AC098650.1,AZI2;ZCWPW2	chr3	28348588	28348590	-
cg11356290	AC098650.1,AZI2;ZCWPW2	chr3	28349506	28349508	-
cg17237063	AC098650.1,RBMS3;RBMS3-AS3	chr3	29281690	29281692	+
cg13859541	TGFBR2	chr3	30606309	30606311	-
cg12541591	TGFBR2	chr3	30606603	30606605	+
cg20216935	TGFBR2	chr3	30606914	30606916	+
cg14910241	TGFBR2	chr3	30607105	30607107	-
cg15270950	TGFBR2	chr3	30607326	30607328	-
cg03256955	TGFBR2	chr3	30607524	30607526	-
cg18047970	GADL1	chr3	30851543	30851545	+
cg15946807	GADL1	chr3	30851736	30851738	-
cg20074371	STT3B	chr3	31533002	31533004	-
cg04005032	OSBPL10,ZNF860	chr3	31981274	31981276	-
cg15840985	OSBPL10,ZNF860	chr3	31981982	31981984	-
cg05662500	GPD1L	chr3	32106384	32106386	+
cg21255732	GPD1L	chr3	32107004	32107006	-
cg01617750	AC097639.1,CMTM8	chr3	32237768	32237770	+
cg10553028	AC097639.1,CMTM8	chr3	32238987	32238989	-
cg08729012	CMTM6	chr3	32502135	32502137	-
cg13515605	CMTM6	chr3	32503074	32503076	+
cg18602811	DYNC1LI1	chr3	32570760	32570762	-
cg11786750	DYNC1LI1	chr3	32571063	32571065	+
cg05280555	CNOT10	chr3	32685596	32685598	+
cg21366834	CCR4	chr3	32950665	32950667	+
cg23180365	GLB1,TMPPE	chr3	33097134	33097136	-
cg27034836	GLB1,TMPPE	chr3	33097605	33097607	+
cg09294589	CRTAP	chr3	33113640	33113642	+
cg10891157	CRTAP	chr3	33114423	33114425	-
cg02699167	FBXL2	chr3	33277531	33277533	-
cg24682740	UBP1	chr3	33440236	33440238	-
cg22084336	UBP1	chr3	33440908	33440910	-
cg18986332	CLASP2	chr3	33718154	33718156	-
cg01999523	CLASP2	chr3	33718403	33718405	+
cg12941369	AC112220.2,PDCD6IP	chr3	33797896	33797898	+
cg12971958	AC112220.2,PDCD6IP	chr3	33798322	33798324	+
cg05615150	ARPP21	chr3	35642322	35642324	-
cg12417466	ARPP21	chr3	35642326	35642328	-
cg01798589	STAC	chr3	36380079	36380081	+
cg19055231	STAC	chr3	36380904	36380906	+
cg03956628	EPM2AIP1,MLH1	chr3	36992108	36992110	+
cg24607398	EPM2AIP1,MLH1	chr3	36992133	36992135	+
cg10990993	EPM2AIP1,MLH1	chr3	36992140	36992142	+
cg18320188	EPM2AIP1,MLH1	chr3	36992488	36992490	+
cg02279071	EPM2AIP1,MLH1	chr3	36992662	36992664	+
cg00893636	EPM2AIP1,MLH1	chr3	36993348	36993350	-
cg13846866	EPM2AIP1,MLH1	chr3	36993907	36993909	-
cg12792366	LRRFIP2	chr3	37175595	37175597	+
cg20227213	AC097359.2,GOLGA4	chr3	37243067	37243069	+
cg15065896	AC097359.2,GOLGA4	chr3	37243546	37243548	-
cg18328190	C3orf35	chr3	37385891	37385893	-
cg22286764	C3orf35	chr3	37387147	37387149	-
cg13882267	ITGA9	chr3	37451711	37451713	-
cg25870420	ITGA9	chr3	37452457	37452459	-
cg27201297	CTDSPL,ITGA9-AS1	chr3	37860921	37860923	-
cg11171719	CTDSPL,ITGA9-AS1	chr3	37862192	37862194	-
cg26113512	VILL	chr3	37994109	37994111	+
cg04660410	VILL	chr3	37994542	37994544	+
cg24868271	PLCD1	chr3	38028968	38028970	+
cg15120942	PLCD1	chr3	38030086	38030088	-
cg23881725	DLEC1	chr3	38039150	38039152	+
cg00807586	DLEC1	chr3	38039298	38039300	-
cg17877494	ACAA1	chr3	38136764	38136766	-
cg15348640	ACAA1,MYD88	chr3	38138493	38138495	-
cg27043630	MYD88	chr3	38139035	38139037	+
cg08548888	MYD88	chr3	38139348	38139350	-
cg19728055	OXSR1	chr3	38165118	38165120	-
cg00798206	OXSR1	chr3	38165618	38165620	+
cg25411725	SLC22A13	chr3	38265180	38265182	-
cg21615171	SLC22A13	chr3	38266072	38266074	-
cg16558203	SLC22A14	chr3	38305900	38305902	-
cg08934427	SLC22A14	chr3	38305949	38305951	+
cg20956314	XYLB	chr3	38345807	38345809	-
cg12340144	XYLB	chr3	38347316	38347318	-
cg01465620	ACVR2B,ACVR2B-AS1	chr3	38454604	38454606	+
cg21707816	EXOG	chr3	38495959	38495961	-
cg13350481	EXOG	chr3	38496384	38496386	+
cg19740375	SCN5A	chr3	38648918	38648920	-
cg00239685	GORASP1,TTC21A	chr3	39106850	39106852	-
cg15427774	GORASP1,TTC21A	chr3	39107766	39107768	-
cg12243255	AC092053.2,AC092053.3;CSRNP1	chr3	39153057	39153059	-
cg02254461	AC092053.2,AC092053.3;CSRNP1	chr3	39154412	39154414	-
cg02921257	XIRP1	chr3	39192366	39192368	-
cg12413566	XIRP1	chr3	39193874	39193876	+
cg04569233	CX3CR1	chr3	39279957	39279959	-
cg22917487	CX3CR1	chr3	39280611	39280613	+
cg26647600	AC104850.2,CCR8	chr3	39328228	39328230	+
cg23519969	AC104850.2,CCR8	chr3	39330305	39330307	-
cg12534466	AC104850.2,SLC25A38	chr3	39383275	39383277	-
cg25999267	AC104850.2,SLC25A38	chr3	39383500	39383502	-
cg01798443	RPSA	chr3	39406399	39406401	+
cg05242945	RPSA	chr3	39406492	39406494	+
cg16729794	MOBP	chr3	39467703	39467705	+
cg25070010	MYRIP	chr3	39809129	39809131	-
cg19547629	MYRIP	chr3	39810149	39810151	+
cg04848452	EIF1B,EIF1B-AS1	chr3	40309309	40309311	-
cg27193335	EIF1B,EIF1B-AS1	chr3	40310258	40310260	-
cg17200465	ENTPD3,ENTPD3-AS1	chr3	40387016	40387018	+
cg17264618	ENTPD3,ENTPD3-AS1	chr3	40387522	40387524	+
cg12148581	RPL14	chr3	40456851	40456853	-
cg13683864	RPL14	chr3	40457723	40457725	+
cg21942438	ZNF619,ZNF620	chr3	40476599	40476601	-
cg00417297	ZNF619,ZNF620	chr3	40477250	40477252	+
cg01885635	ZNF621	chr3	40524593	40524595	+
cg04180460	CTNNB1	chr3	41199470	41199472	-
cg14663065	CTNNB1	chr3	41200138	41200140	-
cg08804892	TRAK1	chr3	42159881	42159883	+
cg24877842	TRAK1	chr3	42160405	42160407	-
cg16864658	AC018358.1,CCK	chr3	42264657	42264659	-
cg03724463	AC018358.1,CCK	chr3	42265031	42265033	-
cg21044104	LYZL4	chr3	42410383	42410385	+
cg10864941	LYZL4	chr3	42411288	42411290	-
cg10970409	VIPR1	chr3	42502073	42502075	-
cg03160740	VIPR1	chr3	42502907	42502909	-
cg21008709	SEC22C,SS18L2	chr3	42581457	42581459	-
cg21463023	SEC22C,SS18L2	chr3	42582369	42582371	-
cg22638542	SEC22C,SS18L2	chr3	42583080	42583082	-
cg20972495	SEC22C,SS18L2	chr3	42583386	42583388	-
cg06953304	NKTR,SEC22C	chr3	42600197	42600199	-
cg24334879	NKTR,SEC22C	chr3	42600755	42600757	+
cg00412805	KLHL40	chr3	42685477	42685479	-
cg16842214	KLHL40	chr3	42685667	42685669	-
cg24938727	AC006059.3,HHATL;HHATL-AS1	chr3	42701500	42701502	-
cg00407150	AC006059.3,HHATL;HHATL-AS1	chr3	42702301	42702303	+
cg15389153	AC006059.2	chr3	42777848	42777850	+
cg07339138	AC006059.2	chr3	42778781	42778783	+
cg11080718	AC006059.2,AC099329.1;ACKR2;HIGD1A	chr3	42804922	42804924	-
cg05111036	AC006059.2,AC099329.1;ACKR2;HIGD1A	chr3	42804948	42804950	-
cg13742532	AC092042.3,AC099329.1;AC099329.2;ACKR2;KRBOX1	chr3	42809355	42809357	-
cg02377083	AC092042.3,AC099329.1;AC099329.2;ACKR2;KRBOX1	chr3	42809526	42809528	-
cg21979032	AC092042.3,AC099329.2;ACKR2;CYP8B1;KRBOX1	chr3	42876024	42876026	+
cg14404298	AC092042.3,AC099329.2;ACKR2;KRBOX1	chr3	42877532	42877534	+
cg26523005	AC092042.3,AC099329.2;KRBOX1;ZNF662	chr3	42905774	42905776	-
cg08595011	POMGNT2	chr3	43105986	43105988	+
cg23057732	POMGNT2	chr3	43106216	43106218	-
cg04008913	SNRK	chr3	43285972	43285974	+
cg09632416	ANO10	chr3	43621886	43621888	+
cg08034397	ANO10	chr3	43622019	43622021	+
cg14121103	ABHD5,ANO10	chr3	43690480	43690482	+
cg12059012	ABHD5,ANO10	chr3	43691741	43691743	-
cg21796234	AC104187.1,TCAIM	chr3	44338040	44338042	+
cg12809314	ZNF445	chr3	44477292	44477294	+
cg18129786	ZNF445	chr3	44478490	44478492	-
cg06566994	ZKSCAN7	chr3	44554891	44554893	+
cg15767406	ZKSCAN7,ZKSCAN7-AS1;ZNF197;ZNF660	chr3	44584536	44584538	+
cg22598028	ZKSCAN7,ZKSCAN7-AS1;ZNF197;ZNF660	chr3	44584999	44585001	+
cg24130043	ZKSCAN7-AS1,ZNF197;ZNF197-AS1	chr3	44624869	44624871	-
cg22050705	ZKSCAN7-AS1,ZNF197;ZNF197-AS1	chr3	44625405	44625407	+
cg01657207	ZKSCAN7-AS1,ZNF35	chr3	44648526	44648528	+
cg11612291	ZKSCAN7-AS1,ZNF35	chr3	44648845	44648847	+
cg21672276	ZNF502	chr3	44712579	44712581	+
cg08210616	ZNF502	chr3	44712702	44712704	+
cg04389838	ZNF501	chr3	44729358	44729360	-
cg06186861	ZNF501	chr3	44729681	44729683	+
cg10337772	KIAA1143,KIF15	chr3	44761578	44761580	-
cg24858591	KIAA1143,KIF15	chr3	44762145	44762147	+
cg16615211	KIF15,MIR564;TMEM42	chr3	44861440	44861442	+
cg26889990	KIF15,TMEM42	chr3	44862023	44862025	-
cg23844090	KIF15,TMEM42	chr3	44862124	44862126	+
cg04682845	KIF15,TMEM42	chr3	44862566	44862568	-
cg09111917	TGM4	chr3	44874425	44874427	+
cg13571802	TGM4	chr3	44874980	44874982	+
cg21307697	EXOSC7,ZDHHC3	chr3	44975519	44975521	+
cg04690289	EXOSC7,ZDHHC3	chr3	44976506	44976508	-
cg25766774	EXOSC7,ZDHHC3	chr3	44977416	44977418	+
cg05161795	EXOSC7,ZDHHC3	chr3	44977456	44977458	+
cg21057494	CLEC3B,EXOSC7	chr3	45025478	45025480	+
cg06117855	CLEC3B,EXOSC7	chr3	45026295	45026297	+
cg24975222	CDCP1	chr3	45146224	45146226	-
cg15779716	CDCP1	chr3	45146715	45146717	-
cg09770323	TMEM158	chr3	45225952	45225954	+
cg27390220	TMEM158	chr3	45227030	45227032	-
cg18294881	LARS2	chr3	45388383	45388385	+
cg10920302	LARS2	chr3	45388596	45388598	+
cg12902719	LIMD1	chr3	45593730	45593732	-
cg04037228	LIMD1	chr3	45594893	45594895	+
cg03912013	LIMD1-AS1,SACM1L	chr3	45688996	45688998	+
cg14415034	LIMD1-AS1,SACM1L	chr3	45689224	45689226	-
cg19591588	LIMD1-AS1,SACM1L	chr3	45689306	45689308	+
cg26864061	LIMD1-AS1,SACM1L	chr3	45689322	45689324	+
cg22986271	LIMD1-AS1,SACM1L	chr3	45689482	45689484	-
cg15060177	LIMD1-AS1,SACM1L	chr3	45689525	45689527	+
cg15602950	LIMD1-AS1,SACM1L	chr3	45689727	45689729	-
cg25905648	LIMD1-AS1,SACM1L	chr3	45689747	45689749	-
cg04837898	LIMD1-AS1,SACM1L	chr3	45689761	45689763	-
cg12359315	SLC6A20	chr3	45795965	45795967	+
cg04970117	SLC6A20	chr3	45796544	45796546	-
cg12857957	AC099782.1,LZTFL1	chr3	45842128	45842130	-
cg08186124	AC099782.1,LZTFL1	chr3	45842183	45842185	+
cg09033997	CCR9,LZTFL1	chr3	45886108	45886110	+
cg22022041	CCR9,LZTFL1	chr3	45886644	45886646	+
cg25226014	CXCR6,FYCO1	chr3	45943449	45943451	-
cg24208206	FYCO1	chr3	45995078	45995080	-
cg24919972	FYCO1	chr3	45996115	45996117	-
cg15888522	XCR1	chr3	46027439	46027441	+
cg01442426	XCR1	chr3	46027873	46027875	+
cg13144783	CCR1,CCR3	chr3	46208303	46208305	-
cg12441928	CCR1,CCR3	chr3	46208493	46208495	-
cg04111761	CCR3	chr3	46241274	46241276	+
cg11126313	CCR3	chr3	46242770	46242772	+
cg05670596	CCR5AS,CCRL2	chr3	46407004	46407006	+
cg14754581	CCR5AS,CCRL2	chr3	46407261	46407263	-
cg15261665	LTF	chr3	46464883	46464885	-
cg17527798	LTF	chr3	46464913	46464915	+
cg26536164	RTP3	chr3	46497527	46497529	+
cg02332537	RTP3	chr3	46498528	46498530	-
cg27371741	LRRC2,TDGF1	chr3	46577667	46577669	+
cg10242476	LRRC2,TDGF1	chr3	46577873	46577875	+
cg10031651	AC104304.2,LRRC2;TDGF1	chr3	46580195	46580197	+
cg05369142	ALS2CL,TMIE	chr3	46693518	46693520	+
cg19875656	AC109583.1,PRSS50	chr3	46717605	46717607	+
cg19668234	AC109583.1,PRSS50	chr3	46717958	46717960	+
cg15439078	MYL3	chr3	46863152	46863154	+
cg03391568	MYL3,PTH1R	chr3	46876775	46876777	+
cg13156411	MYL3,PTH1R	chr3	46877963	46877965	+
cg01462904	CCDC12	chr3	46976805	46976807	-
cg24009109	CCDC12	chr3	46976991	46976993	-
cg24776019	SETD2	chr3	47123430	47123432	+
cg23042138	SETD2	chr3	47124077	47124079	-
cg04255048	KIF9,KLHL18	chr3	47282377	47282379	-
cg13994175	KIF9,KLHL18	chr3	47283033	47283035	+
cg11484288	AC099778.1,PTPN23	chr3	47380788	47380790	-
cg25757737	AC099778.1,PTPN23	chr3	47381649	47381651	+
cg14700577	SCAP	chr3	47475510	47475512	+
cg26614073	SCAP	chr3	47476328	47476330	+
cg20524216	ELP6	chr3	47513609	47513611	+
cg18984151	ELP6	chr3	47513985	47513987	-
cg04805109	CSPG5	chr3	47578473	47578475	-
cg15988232	CSPG5	chr3	47579636	47579638	-
cg24832353	SMARCC1	chr3	47781790	47781792	-
cg16250355	SMARCC1	chr3	47782183	47782185	+
cg14758413	DHX30	chr3	47802374	47802376	+
cg19642148	DHX30	chr3	47803175	47803177	-
cg12688043	MAP4	chr3	48088453	48088455	-
cg04856685	MAP4	chr3	48089308	48089310	+
cg24031606	CDC25A	chr3	48187827	48187829	+
cg02449978	CDC25A	chr3	48188676	48188678	+
cg04523589	CAMP	chr3	48223655	48223657	-
cg11680236	NME6	chr3	48301273	48301275	-
cg11946769	NME6	chr3	48301744	48301746	-
cg07125166	FBXW12	chr3	48372122	48372124	-
cg03112869	FBXW12	chr3	48372278	48372280	-
cg12069042	PLXNB1	chr3	48425290	48425292	+
cg09837648	PLXNB1	chr3	48425341	48425343	+
cg01538982	CCDC51,TMA7	chr3	48440099	48440101	-
cg25858682	AC134772.1,CCDC51;TMA7	chr3	48440382	48440384	-
cg02922563	AC134772.1,ATRIP	chr3	48446403	48446405	-
cg27575501	AC134772.1,ATRIP	chr3	48447018	48447020	-
cg14633527	SHISA5	chr3	48503945	48503947	+
cg14494596	SHISA5	chr3	48504606	48504608	-
cg26029248	PFKFB4	chr3	48556771	48556773	+
cg19348001	PFKFB4	chr3	48557038	48557040	+
cg10135708	UCN2	chr3	48563683	48563685	-
cg05125838	COL7A1,UCN2	chr3	48564151	48564153	+
cg11846236	COL7A1	chr3	48595134	48595136	-
cg16357381	COL7A1	chr3	48595458	48595460	-
cg06049972	UQCRC1	chr3	48608941	48608943	-
cg16129988	UQCRC1	chr3	48609781	48609783	+
cg06621358	CELSR3	chr3	48662203	48662205	+
cg09736162	CELSR3,LINC02585	chr3	48663009	48663011	+
cg20370277	NCKIPSD	chr3	48685474	48685476	+
cg04244987	NCKIPSD	chr3	48686204	48686206	-
cg07854244	IP6K2	chr3	48717084	48717086	+
cg23364287	IP6K2	chr3	48717342	48717344	+
cg25927124	PRKAR2A,PRKAR2A-AS1	chr3	48847463	48847465	+
cg05699592	PRKAR2A,PRKAR2A-AS1	chr3	48847898	48847900	-
cg20159072	SLC25A20	chr3	48898814	48898816	+
cg14386548	SLC25A20	chr3	48900188	48900190	-
cg06641503	ARIH2	chr3	48921907	48921909	-
cg13585240	ARIH2	chr3	48921941	48921943	-
cg20856064	AC137630.1,P4HTM	chr3	48989776	48989778	-
cg21197973	AC137630.1,P4HTM	chr3	48989913	48989915	-
cg13415434	P4HTM,WDR6	chr3	49007088	49007090	+
cg03640148	WDR6	chr3	49007518	49007520	+
cg07109801	DALRD3,MIR425;NDUFAF3	chr3	49020227	49020229	-
cg17217654	DALRD3,MIR425;NDUFAF3	chr3	49020609	49020611	+
cg21019820	DALRD3,MIR191;NDUFAF3	chr3	49021775	49021777	+
cg09399047	DALRD3,NDUFAF3	chr3	49022237	49022239	-
cg06655089	AC137630.3,IMPDH2	chr3	49029304	49029306	+
cg11819013	AC137630.3,IMPDH2	chr3	49029542	49029544	-
cg26475097	QRICH1	chr3	49093371	49093373	-
cg16270091	QRICH1	chr3	49094450	49094452	-
cg11235871	QARS1	chr3	49104709	49104711	-
cg19914751	QARS1	chr3	49105138	49105140	-
cg01919208	LAMB2	chr3	49133062	49133064	+
cg05323436	LAMB2	chr3	49133751	49133753	+
cg04197195	CCDC71	chr3	49166096	49166098	+
cg22527345	CCDC71	chr3	49166476	49166478	-
cg04005725	KLHDC8B	chr3	49171250	49171252	+
cg10872212	KLHDC8B	chr3	49171726	49171728	-
cg07758574	C3orf62	chr3	49276936	49276938	-
cg20835282	C3orf62	chr3	49277020	49277022	-
cg00359325	USP4	chr3	49339985	49339987	+
cg18886444	USP4	chr3	49340598	49340600	-
cg06613840	GPX1	chr3	49358140	49358142	-
cg15900980	GPX1	chr3	49358557	49358559	+
cg18094221	RHOA,TCTA	chr3	49411011	49411013	+
cg22907065	RHOA,TCTA	chr3	49412069	49412071	-
cg05055720	RHOA,TCTA	chr3	49412165	49412167	-
cg20191453	AC104452.1,AMT;NICN1	chr3	49422421	49422423	-
cg25021247	AC104452.1,AMT;NICN1	chr3	49422728	49422730	+
cg19866103	AC104452.1,NICN1	chr3	49429178	49429180	-
cg26426223	AC104452.1,NICN1	chr3	49429853	49429855	+
cg21475255	DAG1	chr3	49469752	49469754	+
cg12609467	DAG1	chr3	49470855	49470857	-
cg08510456	BSN,BSN-DT	chr3	49553574	49553576	-
cg16933388	BSN,BSN-DT	chr3	49555095	49555097	-
cg03688818	APEH	chr3	49673713	49673715	+
cg20402382	APEH	chr3	49674096	49674098	-
cg12788313	MST1,RNF123	chr3	49688743	49688745	+
cg01626197	GMPPB	chr3	49723606	49723608	-
cg15565533	GMPPB,IP6K1	chr3	49724502	49724504	-
cg08563994	IP6K1	chr3	49786230	49786232	-
cg08584430	IP6K1	chr3	49786750	49786752	+
cg12661229	INKA1	chr3	49802713	49802715	-
cg03833566	INKA1	chr3	49803653	49803655	+
cg16970828	UBA7	chr3	49813919	49813921	+
cg09874127	UBA7	chr3	49814005	49814007	+
cg01090445	TRAIP	chr3	49856514	49856516	+
cg01598046	TRAIP	chr3	49856718	49856720	-
cg08687163	AC105935.1,AC105935.2;MST1R	chr3	49903419	49903421	+
cg03332271	AC105935.1,AC105935.2;MST1R	chr3	49903717	49903719	-
cg20162159	MON1A	chr3	49929631	49929633	+
cg27088877	MON1A	chr3	49929924	49929926	+
cg07808960	RBM6	chr3	49939956	49939958	-
cg04436474	RBM6	chr3	49940251	49940253	-
cg14634738	RBM5,RBM6	chr3	50088666	50088668	+
cg12444340	RBM5,RBM6	chr3	50089000	50089002	+
cg04614380	SEMA3F,SEMA3F-AS1	chr3	50155015	50155017	+
cg07640473	SEMA3F,SEMA3F-AS1	chr3	50155798	50155800	+
cg06803253	GNAT1	chr3	50192170	50192172	+
cg19914607	SLC38A3	chr3	50205071	50205073	+
cg07212894	SLC38A3	chr3	50205587	50205589	+
cg15972294	GNAI2	chr3	50235663	50235665	-
cg15877314	GNAI2	chr3	50236462	50236464	-
cg07580475	SEMA3B	chr3	50266616	50266618	-
cg14824983	SEMA3B,SEMA3B-AS1	chr3	50266991	50266993	+
cg02657721	SEMA3B,SEMA3B-AS1	chr3	50268398	50268400	+
cg10546523	MIR6872,SEMA3B	chr3	50273052	50273054	+
cg17289734	MIR6872,SEMA3B	chr3	50273209	50273211	+
cg24816455	SEMA3B	chr3	50273334	50273336	+
cg22037648	SEMA3B	chr3	50273577	50273579	+
cg14911395	SEMA3B	chr3	50273781	50273783	-
cg26918728	SEMA3B	chr3	50273903	50273905	-
cg12069309	SEMA3B	chr3	50275481	50275483	+
cg09811393	SEMA3B	chr3	50275781	50275783	+
cg08097657	SEMA3B	chr3	50276564	50276566	+
cg24019851	SEMA3B	chr3	50276859	50276861	-
cg13550608	SEMA3B	chr3	50277222	50277224	+
cg15448599	LSMEM2	chr3	50278316	50278318	+
cg17272094	LSMEM2	chr3	50279791	50279793	-
cg26139360	IFRD2	chr3	50292451	50292453	-
cg01413314	IFRD2	chr3	50292683	50292685	-
cg14448864	HYAL3,NAA80	chr3	50299241	50299243	-
cg14358502	HYAL3,NAA80	chr3	50299613	50299615	-
cg16913124	HYAL1,HYAL3;NAA80	chr3	50300821	50300823	-
cg14757296	HYAL1	chr3	50312486	50312488	+
cg00840516	HYAL2,TUSC2	chr3	50322665	50322667	+
cg27091787	HYAL2,TUSC2	chr3	50323258	50323260	+
cg16225429	TUSC2	chr3	50328120	50328122	-
cg17469356	TUSC2	chr3	50328443	50328445	-
cg26357744	RASSF1,RASSF1-AS1	chr3	50336872	50336874	-
cg06063729	RASSF1,RASSF1-AS1	chr3	50337238	50337240	-
cg11035216	RASSF1,RASSF1-AS1	chr3	50337497	50337499	+
cg15043975	RASSF1,RASSF1-AS1	chr3	50337820	50337822	-
cg06821120	RASSF1,RASSF1-AS1	chr3	50338027	50338029	+
